0.0230	-0.1973	0.0509	-0.1738	0.8472	0.2380	0.0683	-0.1206	-0.3662	
-0.2659	0.4924	-0.5238	0.3017	0.0504	0.2400	-0.2656	0.2508	-0.3575	
0.2558	-0.3602	0.2987	-0.0659	-0.3032	0.3461	-0.3480	0.4589	-0.4097	
-0.4844	0.2923	0.2569	-0.5484	-0.0561	0.2982	0.3093	0.3332	0.1199	
0.3805	-0.1165	-0.2760	0.2725	0.0815	0.4097	0.5127	0.3619	0.3504	
-0.4981	-0.2378	0.3302	0.5202	0.1216	0.3180	-0.2508	-0.0756	0.3621	
0.3443	0.2587	-0.0907	-0.3425	0.0535	0.4208	-0.5079	-0.2685	0.4231	
-0.3012	-0.4995	-0.5057	-0.2312	-0.3163	0.2971	0.1093	-0.3729	-0.1060	
0.1625	0.3419	0.3444	0.2408	-0.2453	0.3778	0.3352	-0.5031	-0.3342	
