-0.0330	0.0644	0.0925	-0.1152	-0.1299	-0.1325	-0.1159	0.0714	0.9165	0.0714	0.1159	0.0330	-0.0644	-0.0925	0.1152	0.1325	0.1299	
-0.1140	0.2143	0.2887	-0.3283	-0.3283	-0.2887	-0.2143	0.1140	-0.0000	-0.1140	-0.2143	-0.1140	0.2143	0.2887	-0.3283	-0.2887	-0.3283	
-0.1444	0.2595	0.3236	-0.3280	-0.2797	-0.1987	-0.1121	0.0443	-0.3666	0.0443	0.1121	0.1444	-0.2595	-0.3236	0.3280	0.1987	0.2797	
-0.2143	0.3283	0.2887	-0.1140	0.1140	0.2887	0.3283	-0.2143	0.0000	0.2143	0.3283	-0.2143	0.3283	0.2887	-0.1140	0.2887	0.1140	
-0.2385	0.3333	0.2311	0.0013	0.2271	0.3311	0.2877	-0.1546	0.1466	-0.1546	-0.2877	0.2385	-0.3333	-0.2311	-0.0013	-0.3311	-0.2271	
-0.2887	0.2887	-0.0000	0.2887	0.2887	0.0000	-0.2887	0.2887	-0.0000	-0.2887	-0.2887	-0.2887	0.2887	-0.0000	0.2887	0.0000	0.2887	
-0.3037	0.2511	-0.0925	0.3285	0.2009	-0.1325	-0.3286	0.2463	-0.0587	0.2463	0.3286	0.3037	-0.2511	0.0925	-0.3285	0.1325	-0.2009	
-0.3283	0.1140	-0.2887	0.2143	-0.2143	-0.2887	0.1140	-0.3283	0.0000	0.3283	0.1140	-0.3283	0.1140	-0.2887	0.2143	-0.2887	-0.2143	
-0.3324	0.0514	-0.3236	0.1128	-0.2969	-0.1987	0.2158	-0.3083	0.0235	-0.3083	-0.2158	0.3324	-0.0514	0.3236	-0.1128	0.1987	0.2969	
-0.3283	-0.1140	-0.2887	-0.2143	-0.2143	0.2887	0.1140	0.3283	0.0000	-0.3283	0.1140	-0.3283	-0.1140	-0.2887	-0.2143	0.2887	-0.2143	
-0.3209	-0.1723	-0.2311	-0.2893	-0.0978	0.3311	-0.0020	0.3330	-0.0094	0.3330	0.0020	0.3209	0.1723	0.2311	0.2893	-0.3311	0.0978	
-0.2887	-0.2887	0.0000	-0.2887	0.2887	-0.0000	-0.2887	-0.2887	0.0000	0.2887	-0.2887	-0.2887	-0.2887	0.0000	-0.2887	0.0000	0.2887	
-0.2708	-0.3154	0.0925	-0.2133	0.3308	-0.1325	-0.2127	-0.3177	0.0038	-0.3177	0.2127	0.2708	0.3154	-0.0925	0.2133	0.1325	-0.3308	
-0.2143	-0.3283	0.2887	0.1140	0.1140	-0.2887	0.3283	0.2143	0.0000	-0.2143	0.3283	-0.2143	-0.3283	0.2887	0.1140	-0.2887	0.1140	
-0.1879	-0.3109	0.3236	0.2152	-0.0171	-0.1987	0.3279	0.2640	-0.0015	0.2640	-0.3279	0.1879	0.3109	-0.3236	-0.2152	0.1987	0.0171	
-0.1140	-0.2143	0.2887	0.3283	-0.3283	0.2887	-0.2143	-0.1140	0.0000	0.1140	-0.2143	-0.1140	-0.2143	0.2887	0.3283	0.2887	-0.3283	
-0.0825	-0.1609	0.2311	0.2880	-0.3249	0.3311	-0.2897	-0.1784	0.0006	-0.1784	0.2897	0.0825	0.1609	-0.2311	-0.2880	-0.3311	0.3249	
