-0.9165	0.0047	-0.0094	0.0141	-0.0188	-0.0233	-0.0278	-0.0322	0.0364	-0.0406	-0.0445	-0.0483	0.0518	-0.0552	0.0583	0.0611	-0.0635	0.0657	0.0674	-0.0687	-0.0694	-0.0696	0.0692	-0.0680	-0.0660	-0.0630	-0.0591	-0.0539	-0.0476	0.0401	-0.0110	-0.0215	-0.0313	-0.0110	-0.0215	-0.0313	0.0401	0.0476	-0.0539	0.0591	0.0630	0.0660	0.0680	-0.0047	-0.0094	-0.0141	0.0188	-0.0233	0.0278	0.0322	0.0364	0.0406	0.0445	0.0692	0.0696	-0.0483	-0.0518	0.0552	-0.0583	-0.0611	0.0635	0.0657	-0.0694	0.0674	0.0687	
0.0000	0.0165	-0.0329	0.0490	-0.0647	-0.0798	-0.0941	-0.1076	0.1201	-0.1316	-0.1418	-0.1508	0.1583	-0.1645	0.1692	0.1723	-0.1739	0.1739	0.1723	-0.1692	-0.1645	-0.1583	0.1508	-0.1418	-0.1316	-0.1201	-0.1076	-0.0941	-0.0798	0.0647	-0.0165	-0.0329	-0.0490	0.0165	0.0329	0.0490	-0.0647	-0.0798	0.0941	-0.1076	-0.1201	-0.1316	-0.1418	0.0165	0.0329	0.0490	-0.0647	0.0798	-0.0941	-0.1076	-0.1201	-0.1316	-0.1418	-0.1508	-0.1583	0.1508	0.1583	-0.1645	0.1692	0.1723	-0.1739	-0.1739	0.1645	-0.1723	-0.1692	
0.3666	0.0213	-0.0422	0.0624	-0.0817	-0.0998	-0.1163	-0.1310	0.1438	-0.1545	-0.1629	-0.1690	0.1727	-0.1741	0.1731	0.1700	-0.1649	0.1579	0.1493	-0.1393	-0.1281	-0.1162	0.1038	-0.0911	-0.0785	-0.0664	-0.0548	-0.0441	-0.0344	0.0258	-0.0056	-0.0115	-0.0182	-0.0056	-0.0115	-0.0182	0.0258	0.0344	-0.0441	0.0548	0.0664	0.0785	0.0911	-0.0213	-0.0422	-0.0624	0.0817	-0.0998	0.1163	0.1310	0.1438	0.1545	0.1629	0.1038	0.1162	-0.1690	-0.1727	0.1741	-0.1731	-0.1700	0.1649	0.1579	-0.1281	0.1493	0.1393	
0.0000	0.0329	-0.0647	0.0941	-0.1201	-0.1418	-0.1583	-0.1692	0.1739	-0.1723	-0.1645	-0.1508	0.1316	-0.1076	0.0798	0.0490	-0.0165	-0.0165	-0.0490	0.0798	0.1076	0.1316	-0.1508	0.1645	0.1723	0.1739	0.1692	0.1583	0.1418	-0.1201	0.0329	0.0647	0.0941	-0.0329	-0.0647	-0.0941	0.1201	0.1418	-0.1583	0.1692	0.1739	0.1723	0.1645	0.0329	0.0647	0.0941	-0.1201	0.1418	-0.1583	-0.1692	-0.1739	-0.1723	-0.1645	0.1508	0.1316	0.1508	0.1316	-0.1076	0.0798	0.0490	-0.0165	0.0165	-0.1076	0.0490	0.0798	
-0.1466	0.0376	-0.0734	0.1057	-0.1330	-0.1541	-0.1679	-0.1738	0.1718	-0.1618	-0.1445	-0.1207	0.0916	-0.0587	0.0234	-0.0127	0.0479	-0.0807	-0.1099	0.1343	0.1533	0.1662	-0.1729	0.1737	0.1688	0.1591	0.1452	0.1281	0.1088	-0.0879	0.0221	0.0442	0.0662	0.0221	0.0442	0.0662	-0.0879	-0.1088	0.1281	-0.1452	-0.1591	-0.1688	-0.1737	-0.0376	-0.0734	-0.1057	0.1330	-0.1541	0.1679	0.1738	0.1718	0.1618	0.1445	-0.1729	-0.1662	-0.1207	-0.0916	0.0587	-0.0234	0.0127	-0.0479	-0.0807	0.1533	-0.1099	-0.1343	
-0.0000	0.0490	-0.0941	0.1316	-0.1583	-0.1723	-0.1723	-0.1583	0.1316	-0.0941	-0.0490	0.0000	-0.0490	0.0941	-0.1316	-0.1583	0.1723	-0.1723	-0.1583	0.1316	0.0941	0.0490	-0.0000	-0.0490	-0.0941	-0.1316	-0.1583	-0.1723	-0.1723	0.1583	-0.0490	-0.0941	-0.1316	0.0490	0.0941	0.1316	-0.1583	-0.1723	0.1723	-0.1583	-0.1316	-0.0941	-0.0490	0.0490	0.0941	0.1316	-0.1583	0.1723	-0.1723	-0.1583	-0.1316	-0.0941	-0.0490	-0.0000	0.0490	-0.0000	-0.0490	0.0941	-0.1316	-0.1583	0.1723	0.1723	-0.0941	0.1583	0.1316	
0.0587	0.0536	-0.1019	0.1404	-0.1652	-0.1741	-0.1661	-0.1422	0.1048	-0.0574	-0.0047	0.0483	-0.0966	0.1357	-0.1621	-0.1737	0.1695	-0.1502	-0.1180	0.0759	0.0279	-0.0219	0.0692	-0.1104	-0.1426	-0.1639	-0.1735	-0.1715	-0.1590	0.1375	-0.0384	-0.0753	-0.1089	-0.0384	-0.0753	-0.1089	0.1375	0.1590	-0.1715	0.1735	0.1639	0.1426	0.1104	-0.0536	-0.1019	-0.1404	0.1652	-0.1741	0.1661	0.1422	0.1048	0.0574	0.0047	0.0692	0.0219	0.0483	0.0966	-0.1357	0.1621	0.1737	-0.1695	-0.1502	0.0279	-0.1180	-0.0759	
-0.0000	0.0647	-0.1201	0.1583	-0.1739	-0.1645	-0.1316	-0.0798	0.0165	0.0490	0.1076	0.1508	-0.1723	0.1692	-0.1418	-0.0941	0.0329	0.0329	0.0941	-0.1418	-0.1692	-0.1723	0.1508	-0.1076	-0.0490	0.0165	0.0798	0.1316	0.1645	-0.1739	0.0647	0.1201	0.1583	-0.0647	-0.1201	-0.1583	0.1739	0.1645	-0.1316	0.0798	0.0165	-0.0490	-0.1076	0.0647	0.1201	0.1583	-0.1739	0.1645	-0.1316	-0.0798	-0.0165	0.0490	0.1076	-0.1508	-0.1723	-0.1508	-0.1723	0.1692	-0.1418	-0.0941	0.0329	-0.0329	0.1692	-0.0941	-0.1418	
-0.0235	0.0691	-0.1268	0.1637	-0.1738	-0.1554	-0.1117	-0.0498	-0.0201	0.0866	0.1390	0.1690	-0.1719	0.1474	-0.0998	-0.0368	-0.0317	0.0950	0.1435	-0.1701	-0.1715	-0.1480	0.1038	-0.0456	0.0179	0.0782	0.1275	0.1604	0.1738	-0.1673	0.0544	0.1036	0.1428	0.0544	0.1036	0.1428	-0.1673	-0.1738	0.1604	-0.1275	-0.0782	-0.0179	0.0456	-0.0691	-0.1268	-0.1637	0.1738	-0.1554	0.1117	0.0498	-0.0201	-0.0866	-0.1390	0.1038	0.1480	0.1690	0.1719	-0.1474	0.0998	0.0368	0.0317	0.0950	-0.1715	0.1435	0.1701	
-0.0000	0.0798	-0.1418	0.1723	-0.1645	-0.1201	-0.0490	0.0329	-0.1076	0.1583	0.1739	0.1508	-0.0941	0.0165	0.0647	0.1316	-0.1692	0.1692	0.1316	-0.0647	0.0165	0.0941	-0.1508	0.1739	0.1583	0.1076	0.0329	-0.0490	-0.1201	0.1645	-0.0798	-0.1418	-0.1723	0.0798	0.1418	0.1723	-0.1645	-0.1201	0.0490	0.0329	0.1076	0.1583	0.1739	0.0798	0.1418	0.1723	-0.1645	0.1201	-0.0490	0.0329	0.1076	0.1583	0.1739	0.1508	0.0941	-0.1508	-0.0941	0.0165	0.0647	0.1316	-0.1692	-0.1692	-0.0165	-0.1316	-0.0647	
0.0094	0.0839	-0.1471	0.1737	-0.1574	-0.1022	-0.0217	0.0640	-0.1339	0.1708	0.1660	0.1207	-0.0462	-0.0392	0.1151	0.1632	-0.1725	0.1412	0.0772	0.0043	0.0843	0.1448	-0.1729	0.1633	0.1191	0.0508	-0.0270	-0.0984	-0.1500	0.1732	-0.0699	-0.1282	-0.1650	-0.0699	-0.1282	-0.1650	0.1732	0.1500	-0.0984	0.0270	-0.0508	-0.1191	-0.1633	-0.0839	-0.1471	-0.1737	0.1574	-0.1022	0.0217	-0.0640	-0.1339	-0.1708	-0.1660	-0.1729	-0.1448	0.1207	0.0462	0.0392	-0.1151	-0.1632	0.1725	0.1412	0.0843	0.0772	-0.0043	
0.0000	0.0941	-0.1583	0.1723	-0.1316	-0.0490	0.0490	0.1316	-0.1723	0.1583	0.0941	-0.0000	0.0941	-0.1583	0.1723	0.1316	-0.0490	-0.0490	-0.1316	0.1723	0.1583	0.0941	-0.0000	-0.0941	-0.1583	-0.1723	-0.1316	-0.0490	0.0490	-0.1316	0.0941	0.1583	0.1723	-0.0941	-0.1583	-0.1723	0.1316	0.0490	0.0490	-0.1316	-0.1723	-0.1583	-0.0941	0.0941	0.1583	0.1723	-0.1316	0.0490	0.0490	0.1316	0.1723	0.1583	0.0941	-0.0000	0.0941	0.0000	0.0941	-0.1583	0.1723	0.1316	-0.0490	0.0490	-0.1583	0.1316	0.1723	
