0.8387	-0.1420	-0.0691	-0.2630	-0.0899	-0.2668	0.0758	-0.2163	0.0315	0.0094	-0.1023	0.0761	-0.0317	-0.0265	-0.1592	-0.1578	-0.0373	
0.0376	-0.1422	0.0929	-0.2725	0.2029	-0.2600	-0.2523	-0.1630	-0.1294	-0.1093	0.2747	-0.1207	0.3074	0.2978	0.3812	0.3104	0.3912	
-0.3093	-0.2061	0.1938	-0.3744	0.3603	-0.2969	-0.3702	-0.1222	-0.1615	0.1098	-0.2338	0.0130	-0.1199	-0.2585	-0.2540	-0.1184	-0.2481	
-0.0145	-0.1845	0.2460	-0.2172	0.2119	0.0915	0.1241	0.2604	0.1817	-0.2312	0.3652	0.2642	-0.3995	0.3566	0.0841	-0.3658	-0.0648	
0.1136	-0.2586	0.3622	-0.2326	0.1946	0.2608	0.3152	0.3825	0.2737	0.1962	-0.2716	-0.1002	0.2202	-0.2189	0.0315	0.2614	0.1428	
0.0072	-0.2165	0.2792	-0.0151	-0.1413	0.2619	0.1213	-0.1912	-0.2141	-0.3236	0.3093	-0.3701	0.3210	0.0407	-0.3389	0.0095	-0.3636	
-0.0404	-0.2967	0.3542	0.0665	-0.3037	0.3023	0.0373	-0.3979	-0.3559	0.2575	-0.2006	0.1731	-0.2265	0.0507	0.2698	-0.1101	0.1874	
-0.0076	-0.2364	0.1764	0.1973	-0.2530	-0.0861	-0.2521	-0.0005	0.2229	-0.3746	0.1296	0.4234	-0.1054	-0.3180	-0.2545	0.3575	0.2194	
0.0109	-0.3183	0.1736	0.3206	-0.2829	-0.2546	-0.3547	0.1586	0.3990	0.2859	-0.0493	-0.2215	0.1360	0.2671	0.1042	-0.1651	-0.2225	
0.0162	-0.2432	-0.0124	0.2762	0.0677	-0.2636	0.1450	0.1918	-0.2073	-0.3776	-0.1021	-0.4166	-0.1553	-0.3425	0.2109	-0.3221	0.2703	
0.0070	-0.3222	-0.0916	0.3579	0.2214	-0.3075	0.3372	0.1823	-0.3981	0.2777	0.1218	0.2384	0.0125	0.2027	-0.2174	0.2545	-0.0928	
-0.0424	-0.2364	-0.1952	0.1683	0.2727	0.0807	0.0990	-0.2604	0.1688	-0.3324	-0.2929	0.3505	0.3496	-0.0072	0.3606	-0.0759	-0.3344	
-0.0324	-0.3081	-0.3122	0.1531	0.3473	0.2483	-0.0015	-0.4065	0.3536	0.2341	0.2441	-0.2213	-0.1558	-0.0746	-0.2135	-0.0574	0.2619	
0.1143	-0.2164	-0.2828	-0.0534	0.0116	0.2653	-0.2496	0.1622	-0.1118	-0.2447	-0.3663	-0.2346	-0.3946	0.3357	-0.0296	0.3884	-0.1281	
0.0926	-0.2768	-0.3806	-0.1553	-0.1204	0.3125	-0.3357	0.3704	-0.2701	0.1605	0.2686	0.1729	0.2325	-0.2736	0.1101	-0.2043	-0.0186	
-0.3095	-0.1844	-0.2327	-0.2390	-0.2693	-0.0753	0.1646	0.0398	0.0425	-0.1257	-0.2930	0.0853	0.2710	0.3258	-0.3754	-0.2637	0.3888	
-0.2529	-0.2301	-0.2636	-0.3586	-0.3823	-0.2419	0.3560	-0.0972	0.1570	0.0663	0.1855	-0.0998	-0.2098	-0.1850	0.2688	0.2360	-0.2540	
