0.8383	-0.0738	-0.0303	0.1644	0.0516	-0.1915	0.0624	-0.1960	0.0652	-0.1916	0.0614	-0.1789	0.0517	-0.1511	0.0355	0.0939	-0.0128	0.0035	0.0446	0.0105	-0.0813	-0.0170	-0.1063	0.0289	-0.0148	-0.0771	0.0242	0.1066	-0.0276	0.0225	0.1189	-0.1194	-0.0264	
0.0373	-0.0736	0.0325	0.1670	-0.0711	-0.1983	-0.1140	-0.2014	-0.1538	-0.1865	-0.1803	-0.1563	-0.1803	-0.1129	-0.1397	0.0593	0.0538	-0.0416	-0.1227	-0.1217	0.2167	0.1928	0.2678	-0.0445	0.1394	0.1284	-0.2365	-0.1993	0.2806	-0.2482	-0.2768	0.2511	0.2806	
-0.3093	-0.1069	0.0719	0.2392	-0.1472	-0.2736	-0.2177	-0.2583	-0.2684	-0.2126	-0.2847	-0.1493	-0.2568	-0.0835	-0.1813	0.0316	0.0659	0.0423	0.1097	0.1191	-0.1817	-0.1743	-0.2000	0.0032	-0.0437	-0.0213	0.0963	0.0625	-0.1500	0.1982	0.1724	-0.1190	-0.1884	
-0.0138	-0.0974	0.1050	0.1966	-0.1833	-0.1652	-0.2003	-0.0599	-0.1356	0.0673	-0.0069	0.1623	0.1236	0.1832	0.1694	-0.1195	-0.0801	-0.0918	-0.1976	-0.2356	0.2705	0.2757	0.1834	0.1022	-0.2223	-0.2568	0.2909	0.2910	-0.1863	-0.1897	0.0044	-0.1921	0.0090	
0.1141	-0.1378	0.1641	0.2633	-0.2675	-0.1824	-0.2517	0.0032	-0.1063	0.1894	0.1039	0.2890	0.2645	0.2669	0.2752	-0.1519	-0.1169	0.0796	0.1614	0.1910	-0.1946	-0.1892	-0.0860	-0.0351	0.0965	0.1128	-0.1688	-0.1784	0.1669	0.0791	-0.0725	0.1752	0.0689	
0.0051	-0.1192	0.1629	0.1845	-0.1977	-0.0275	-0.0602	0.1566	0.1330	0.1872	0.1843	0.0367	0.0280	-0.1412	-0.1506	0.1603	0.1038	-0.1388	-0.2481	-0.2767	0.1940	0.1335	-0.0916	-0.1562	0.2768	0.3018	-0.2004	-0.1352	-0.1075	0.1509	0.2780	-0.1612	-0.2826	
-0.0421	-0.1657	0.2337	0.2316	-0.2451	0.0245	-0.0011	0.2607	0.2521	0.2146	0.2243	-0.0637	-0.0691	-0.2868	-0.2903	0.2475	0.1641	0.1140	0.1932	0.2039	-0.1139	-0.0497	0.1173	0.0658	-0.1371	-0.1677	0.1573	0.1427	-0.0051	-0.1577	-0.1920	0.0370	0.1728	
-0.0019	-0.1384	0.1984	0.1332	-0.1068	0.1277	0.1480	0.1768	0.1560	-0.0653	-0.1002	-0.1894	-0.1581	0.0127	0.0886	-0.1749	-0.1242	-0.1808	-0.2680	-0.2325	0.0242	-0.1178	-0.2714	0.2043	-0.2961	-0.2489	0.0101	-0.1355	0.2862	0.2671	0.0704	0.2675	0.0547	
0.0155	-0.1902	0.2710	0.1507	-0.0921	0.2158	0.2508	0.1914	0.1449	-0.1871	-0.2342	-0.2420	-0.1794	0.1310	0.2222	-0.3027	-0.2060	0.1445	0.2012	0.1539	0.0216	0.1305	0.1988	-0.0940	0.1601	0.1682	-0.0675	0.0144	-0.1622	-0.1600	0.0208	-0.1925	-0.1079	
0.0007	-0.1548	0.2065	0.0538	0.0411	0.2019	0.1888	-0.0247	-0.1091	-0.1879	-0.1261	0.1029	0.1667	0.1236	-0.0013	0.1610	0.1405	-0.2166	-0.2551	-0.1164	-0.1572	-0.2729	-0.1693	-0.2448	0.2776	0.1152	0.1852	0.2910	-0.1583	-0.0140	-0.2590	0.0358	0.2703	
-0.0057	-0.2107	0.2709	0.0379	0.1101	0.2704	0.2191	-0.1178	-0.2299	-0.2166	-0.0883	0.2421	0.2901	0.1051	-0.0904	0.3086	0.2412	0.1699	0.1845	0.0564	0.1467	0.2041	0.0738	0.1187	-0.1628	-0.1140	-0.0560	-0.1592	0.1557	0.0756	0.1976	0.0532	-0.1484	
