0.0109	0.0216	-0.0319	-0.0416	0.0506	0.0586	0.0654	0.0707	0.0742	-0.0757	0.0746	0.0706	-0.0632	0.0521	0.0196	0.0374	0.9165	-0.0363	-0.0673	-0.0903	0.1050	0.1127	-0.0144	-0.0287	0.0426	0.0561	0.0688	-0.0807	-0.0914	0.1006	0.1149	0.1080	-0.1130	
-0.0503	-0.0991	0.1446	0.1855	-0.2205	-0.2484	-0.2683	-0.2794	-0.2815	0.2742	-0.2576	-0.2320	0.1980	-0.1564	-0.0554	-0.1083	0.0000	-0.0300	-0.0602	-0.0903	0.1191	0.1452	-0.0379	-0.0744	0.1081	0.1377	0.1622	-0.1805	-0.1920	0.1964	0.1671	0.1935	-0.1835	
0.0486	0.0941	-0.1339	-0.1656	0.1876	0.1988	0.1993	0.1898	0.1719	-0.1477	0.1200	0.0913	-0.0646	0.0417	0.0105	0.0238	-0.3666	-0.0194	-0.0428	-0.0722	0.1073	0.1459	-0.0644	-0.1253	0.1791	0.2231	0.2550	-0.2736	-0.2785	0.2701	0.1849	0.2501	-0.2207	
-0.0990	-0.1847	0.2459	0.2742	-0.2658	-0.2214	-0.1468	-0.0516	0.0519	-0.1501	0.2296	0.2796	-0.2927	0.2659	0.1090	0.2020	0.0000	0.0589	0.1123	0.1535	-0.1761	-0.1750	-0.0746	-0.1388	0.1839	0.2036	0.1955	-0.1609	-0.1051	0.0362	-0.1490	-0.0357	0.1004	
0.0846	0.1540	-0.1958	-0.2032	0.1754	0.1186	0.0437	-0.0357	-0.1060	0.1565	-0.1815	-0.1807	0.1586	-0.1230	-0.0402	-0.0817	0.1466	0.0744	0.1471	0.2131	-0.2637	-0.2886	-0.1123	-0.2049	0.2619	0.2737	0.2386	-0.1632	-0.0610	-0.0508	-0.2798	-0.1542	0.2339	
-0.1442	-0.2455	0.2735	0.2198	-0.0998	0.0510	0.1879	0.2699	0.2719	-0.1920	0.0529	-0.1050	0.2345	-0.2958	-0.1588	-0.2684	-0.0000	-0.0859	-0.1492	-0.1708	0.1411	0.0657	-0.1087	-0.1844	0.2045	0.1632	0.0734	0.0370	0.1345	-0.1897	-0.0343	-0.1869	0.1285	
0.1178	0.1930	-0.1991	-0.1347	0.0239	-0.0931	-0.1754	-0.1964	-0.1524	0.0621	0.0419	0.1264	-0.1699	0.1675	0.0686	0.1287	-0.0587	-0.1268	-0.2315	-0.2901	0.2824	0.2019	-0.1563	-0.2569	0.2663	0.1814	0.0325	0.1281	0.2451	-0.2795	0.0645	-0.2217	0.0927	
-0.1845	-0.2730	0.2192	0.0506	0.1455	0.2669	0.2497	0.1014	-0.1021	0.2552	-0.2768	-0.1531	-0.0540	0.2371	0.2033	0.2985	0.0000	0.1099	0.1659	0.1368	-0.0325	0.0958	-0.1391	-0.2052	0.1639	0.0376	-0.1070	0.1939	0.1787	-0.0712	0.1796	0.0702	-0.1708	
0.1469	0.2060	-0.1427	0.0041	-0.1466	-0.2016	-0.1397	-0.0006	0.1341	-0.1905	0.1442	0.0283	0.0924	-0.1618	-0.0946	-0.1582	0.0235	0.1750	0.2847	0.2803	-0.1537	0.0452	-0.1950	-0.2742	0.1909	-0.0056	-0.1994	0.2774	0.1952	-0.0008	0.2223	0.1951	-0.2846	
-0.2186	-0.2637	0.0992	-0.1450	0.2751	0.1869	-0.0512	-0.2512	-0.2530	0.0524	0.1939	0.2895	-0.1547	-0.1073	-0.2408	-0.2884	-0.0000	-0.1302	-0.1603	-0.0619	-0.0931	-0.1812	-0.1647	-0.1982	0.0742	-0.1076	-0.2023	0.1358	-0.0367	0.1765	-0.1258	0.1739	-0.0351	
0.1711	0.1912	-0.0436	0.1408	-0.2006	-0.0866	0.0990	0.1963	0.1276	0.0422	-0.1704	-0.1605	0.0332	0.1076	0.1174	0.1664	-0.0094	-0.2172	-0.2994	-0.1864	-0.0552	-0.2565	-0.2270	-0.2544	0.0583	-0.1896	-0.2728	0.1192	-0.1382	0.2794	-0.2627	0.1857	0.0630	
-0.2452	-0.2188	-0.0505	-0.2649	0.1862	-0.1002	-0.2777	-0.1477	0.1488	-0.2838	0.1039	-0.1959	0.2827	-0.0546	0.2701	0.2392	0.0000	0.1460	0.1330	-0.0315	0.1701	0.1226	-0.1848	-0.1644	-0.0377	-0.1967	-0.1369	-0.0728	-0.1988	0.1038	-0.0674	-0.1023	0.1900	
0.1894	0.1505	0.0686	0.2039	-0.0952	0.1244	0.1939	0.0368	-0.1576	0.1674	0.0077	0.1652	-0.1415	-0.0212	-0.1362	-0.1521	0.0038	0.2520	0.2737	0.0368	0.2353	0.2638	-0.2513	-0.2003	-0.0918	-0.2747	-0.1294	-0.1711	-0.2708	0.0524	0.0119	-0.2294	0.2501	
-0.2635	-0.1444	-0.1851	-0.2465	-0.0508	-0.2763	-0.1008	0.2239	0.2256	0.1030	-0.2865	-0.0534	-0.2631	0.2001	-0.2902	-0.1578	0.0000	-0.1569	-0.0877	0.1155	-0.1583	0.0334	-0.1985	-0.1085	-0.1384	-0.1830	0.0373	-0.2008	-0.0721	-0.1574	0.1859	-0.1550	-0.0689	
0.2012	0.0895	0.1603	0.1606	0.0859	0.1975	0.0071	-0.1895	-0.0985	-0.1338	0.1635	-0.0385	0.1760	-0.0715	0.1504	0.1173	-0.0015	-0.2782	-0.2110	0.1239	-0.2925	-0.0616	-0.2671	-0.1192	-0.2143	-0.2164	0.1168	-0.2718	-0.0100	-0.2697	0.2521	-0.1434	-0.1999	
-0.2728	-0.0504	-0.2642	-0.0995	-0.2473	-0.1461	0.2226	0.1891	-0.1904	0.2275	0.1515	0.2603	0.1062	-0.2857	0.3004	0.0551	0.0000	0.1624	0.0306	-0.1649	0.0639	-0.1629	-0.2055	-0.0379	-0.1976	-0.0739	0.1819	-0.1061	0.1593	-0.1329	-0.0983	0.1309	-0.1523	
0.2063	0.0165	0.2039	0.0335	0.1987	0.0517	-0.1899	-0.0718	0.1758	-0.0942	-0.1535	-0.1187	-0.1186	0.1429	-0.1595	-0.0666	0.0006	0.2949	0.1199	-0.2475	0.1971	-0.1897	-0.2737	-0.0219	-0.2727	-0.0451	0.2702	-0.0712	0.2654	-0.1021	-0.2366	0.2558	-0.1407	
-0.2728	0.0504	-0.2642	0.0995	-0.2473	0.1461	0.2226	-0.1891	-0.1904	-0.2275	0.1515	-0.2603	0.1062	0.2857	-0.3004	0.0551	-0.0000	-0.1624	0.0306	0.1649	0.0639	0.1629	-0.2055	0.0379	-0.1976	0.0739	0.1819	0.1061	0.1593	0.1329	-0.0983	0.1309	0.1523	
0.2043	-0.0589	0.1864	-0.1111	0.1536	-0.1514	-0.1111	0.1763	0.0661	0.1854	-0.0267	0.1816	-0.0007	-0.1714	0.1631	0.0069	-0.0002	-0.3016	-0.0125	0.2969	0.0012	0.2901	-0.2710	0.0783	-0.2493	0.1497	0.2089	0.2084	0.1552	0.2509	-0.0411	0.0961	0.2769	
-0.2635	0.1444	-0.1851	0.2465	-0.0508	0.2763	-0.1008	-0.2239	0.2256	-0.1030	-0.2865	0.0534	-0.2631	-0.2001	0.2902	-0.1578	0.0000	0.1569	-0.0877	-0.1155	-0.1583	-0.0334	-0.1985	0.1085	-0.1384	0.1830	0.0373	0.2008	-0.0721	0.1574	0.1859	-0.1550	0.0689	
0.1953	-0.1262	0.1131	-0.1977	-0.0136	-0.1867	0.1291	0.1043	-0.1880	-0.0073	0.1773	-0.1002	0.1197	0.1486	-0.1611	0.0537	0.0001	0.2980	-0.0966	-0.2574	-0.1989	-0.1600	-0.2592	0.1680	-0.1513	0.2664	-0.0185	0.2569	-0.1804	0.1484	0.2733	-0.2736	-0.0109	
-0.2452	0.2188	-0.0505	0.2649	0.1862	0.1002	-0.2777	0.1477	0.1488	0.2838	0.1039	0.1959	0.2827	0.0546	-0.2701	0.2392	-0.0000	-0.1460	0.1330	0.0315	0.1701	-0.1226	-0.1848	0.1644	-0.0377	0.1967	-0.1369	0.0728	-0.1988	-0.1038	-0.0674	-0.1023	-0.1900	
