0.0280	0.0543	0.0771	-0.0942	-0.1033	0.1011	-0.0839	-0.0489	-0.9165	0.0883	0.1407	-0.0373	0.0730	-0.1056	0.1329	-0.1577	0.1520	
-0.1289	-0.2431	-0.3298	0.3787	0.3840	-0.3436	0.2603	0.1410	0.0000	0.0781	0.1551	-0.0969	0.1808	-0.2407	0.2685	-0.2204	0.2610	
0.1227	0.2190	0.2698	-0.2683	-0.2224	0.1517	-0.0812	-0.0303	0.3666	0.0548	0.1362	-0.1633	0.2945	-0.3696	0.3785	-0.2365	0.3272	
-0.2422	-0.3725	-0.3298	0.1315	-0.1333	0.3436	-0.3988	-0.2651	-0.0000	-0.1468	-0.2377	-0.1821	0.2770	-0.2407	0.0932	0.2204	-0.0906	
0.2026	0.2813	0.1927	0.0011	0.1805	-0.2528	0.2083	0.1059	-0.1466	-0.1913	-0.3495	-0.2696	0.3782	-0.2640	-0.0015	0.3942	-0.2656	
-0.3263	-0.3276	-0.0000	-0.3331	-0.3376	-0.0000	0.3507	0.3571	-0.0000	0.1978	0.2090	-0.2453	0.2436	0.0000	-0.2361	-0.0000	-0.2295	
0.2581	0.2119	-0.0771	0.2686	0.1597	0.1011	-0.2379	-0.1687	0.0587	0.3047	0.3992	-0.3434	0.2849	0.1056	-0.3790	-0.1577	-0.2349	
-0.3711	-0.1294	0.3298	-0.2472	0.2506	-0.3436	-0.1385	-0.4061	0.0000	-0.2249	-0.0826	-0.2790	0.0962	0.2407	-0.1752	-0.2204	0.1703	
0.2824	0.0434	-0.2698	0.0922	-0.2360	0.1517	0.1562	0.2112	-0.0235	-0.3814	-0.2621	-0.3757	0.0583	0.3696	-0.1301	-0.2365	0.3472	
-0.3711	0.1294	0.3298	0.2472	0.2506	0.3436	-0.1385	0.4061	-0.0000	0.2249	-0.0826	-0.2790	-0.0962	0.2407	0.1752	0.2204	0.1703	
0.2727	-0.1455	-0.1927	-0.2366	-0.0777	-0.2528	-0.0014	-0.2282	0.0094	0.4120	0.0024	-0.3628	-0.1956	0.2640	0.3338	0.3942	0.1144	
-0.3263	0.3276	-0.0000	0.3331	-0.3376	-0.0000	0.3507	-0.3571	-0.0000	-0.1978	0.2090	-0.2453	-0.2436	-0.0000	0.2361	0.0000	-0.2295	
0.2301	-0.2662	0.0771	-0.1744	0.2630	0.1011	-0.1540	0.2176	-0.0038	-0.3930	0.2584	-0.3061	-0.3579	-0.1056	0.2461	-0.1577	-0.3869	
-0.2422	0.3725	-0.3298	-0.1315	-0.1333	-0.3436	-0.3988	0.2651	0.0000	0.1468	-0.2377	-0.1821	-0.2770	-0.2407	-0.0932	-0.2204	-0.0906	
0.1597	-0.2624	0.2698	0.1760	-0.0136	0.1517	0.2375	-0.1808	0.0015	0.3266	-0.3983	-0.2125	-0.3528	-0.3696	-0.2483	-0.2365	0.0200	
-0.1289	0.2431	-0.3298	-0.3787	0.3840	0.3436	0.2603	-0.1410	-0.0000	-0.0781	0.1551	-0.0969	-0.1808	-0.2407	-0.2685	0.2204	0.2610	
0.0701	-0.1358	0.1927	0.2356	-0.2582	-0.2528	-0.2097	0.1222	-0.0006	-0.2208	0.3519	-0.0932	-0.1826	-0.2640	-0.3323	0.3942	0.3800	
